1403637133.538319 -0.006209 -0.006241 0.024292 0.796276 0.072836 0.593894 -0.089045
1403637133.738319 -0.008031 -0.015117 0.044247 0.803061 0.067291 0.586513 -0.081034
1403637133.838319 -0.010034 -0.019007 0.071232 0.804384 0.062174 0.586089 -0.074838
1403637133.938319 -0.010704 -0.021593 0.118740 0.808451 0.054854 0.581880 -0.069385
1403637134.038319 -0.011785 -0.021894 0.180474 0.809444 0.051339 0.581540 -0.063057
1403637134.138319 -0.013135 -0.021372 0.245766 0.808482 0.051179 0.584077 -0.050902
1403637134.238319 -0.013254 -0.020087 0.309493 0.803547 0.050068 0.591954 -0.037355
1403637134.338319 -0.014190 -0.017933 0.363237 0.793708 0.048923 0.605301 -0.035269
1403637134.438319 -0.014577 -0.016933 0.395713 0.784457 0.044369 0.617553 -0.035882
1403637134.538319 -0.013144 -0.016707 0.396607 0.782308 0.036967 0.620463 -0.040654
1403637134.638319 -0.008997 -0.020358 0.367024 0.787821 0.036782 0.613632 -0.037954
1403637134.738319 -0.003592 -0.025277 0.309014 0.798296 0.041118 0.599733 -0.036779
1403637134.838319 -0.000553 -0.028969 0.233389 0.813278 0.044727 0.578722 -0.040737
1403637134.938319 -0.001717 -0.031943 0.160666 0.826909 0.043649 0.558665 -0.047015
1403637135.038319 -0.004637 -0.034434 0.103675 0.832381 0.041296 0.549995 -0.054242
1403637135.138319 -0.006843 -0.038061 0.067174 0.835100 0.042323 0.545591 -0.056092
1403637135.238319 -0.009408 -0.039037 0.057687 0.841543 0.045875 0.535652 -0.052708
1403637135.338319 -0.008202 -0.039474 0.092194 0.846181 0.045837 0.528642 -0.049132
1403637135.438319 -0.005227 -0.040197 0.158834 0.838771 0.046085 0.540763 -0.043750
1403637135.538319 -0.001562 -0.040588 0.243222 0.825044 0.047666 0.561870 -0.036489
1403637135.638319 0.002205 -0.039881 0.329928 0.812506 0.045353 0.580504 -0.028153
1403637135.738319 0.003845 -0.037494 0.405814 0.800617 0.039619 0.597180 -0.028609
1403637135.838319 0.003687 -0.035488 0.456653 0.792847 0.034064 0.607519 -0.033965
1403637135.938319 0.004890 -0.035236 0.468868 0.791214 0.030227 0.609718 -0.036208
1403637136.038319 0.007075 -0.034561 0.441254 0.794935 0.031799 0.604734 -0.036931
1403637136.138319 0.010923 -0.032976 0.378729 0.801517 0.033669 0.596036 -0.034329
1403637136.238319 0.013727 -0.031699 0.296517 0.812152 0.035602 0.581550 -0.030666
1403637136.338319 0.012682 -0.031220 0.214380 0.826813 0.036645 0.560506 -0.029508
1403637136.438319 0.006925 -0.031389 0.142700 0.840666 0.036538 0.539257 -0.033891
1403637136.538319 0.000569 -0.033529 0.095774 0.850101 0.034004 0.523781 -0.042725
1403637136.638319 -0.000842 -0.036614 0.084897 0.854044 0.034849 0.517154 -0.044121
1403637136.738319 0.001291 -0.036540 0.120162 0.854653 0.036699 0.516145 -0.042615
1403637136.838319 0.001562 -0.036401 0.194778 0.849083 0.037989 0.525159 -0.042687
1403637136.938319 0.002650 -0.037941 0.289766 0.836709 0.036494 0.545041 -0.038943
1403637137.038319 0.004506 -0.040580 0.385586 0.823138 0.028868 0.566254 -0.031078
1403637137.138319 0.004063 -0.041000 0.461220 0.809298 0.018311 0.586231 -0.032162
1403637137.238319 0.003352 -0.040464 0.499578 0.799053 0.015222 0.599816 -0.038779
1403637137.338319 0.005021 -0.041983 0.495274 0.794028 0.016258 0.606457 -0.038285
1403637137.438319 0.008045 -0.041788 0.451360 0.793200 0.018875 0.607371 -0.039727
1403637137.538319 0.010942 -0.040543 0.377870 0.800544 0.025216 0.597690 -0.035503
1403637137.638319 0.010753 -0.039616 0.288531 0.815485 0.031109 0.577401 -0.025008
1403637137.738319 0.009388 -0.036882 0.199823 0.831445 0.031089 0.554233 -0.023639
1403637137.838319 0.001649 -0.034680 0.126483 0.841786 0.032461 0.537972 -0.030474
1403637137.938319 -0.007753 -0.035466 0.081837 0.850117 0.036640 0.524230 -0.033771
1403637138.038319 -0.007168 -0.040712 0.079933 0.858857 0.039568 0.509605 -0.033209
1403637138.138319 -0.002611 -0.043105 0.130219 0.859477 0.039845 0.508163 -0.038486
1403637138.238319 0.003113 -0.048496 0.216161 0.848869 0.050427 0.525383 -0.029188
1403637138.338319 0.006993 -0.051426 0.315508 0.830724 0.050240 0.553998 -0.021427
1403637138.438319 0.009273 -0.050650 0.405811 0.810951 0.042007 0.583392 -0.015711
1403637138.538319 0.008131 -0.049121 0.467896 0.796694 0.033607 0.603326 -0.012135
1403637138.638319 0.007101 -0.048510 0.487953 0.789599 0.030593 0.612722 -0.013004
1403637138.738319 0.010231 -0.047676 0.464287 0.790719 0.029257 0.611219 -0.017854
1403637138.838319 0.018094 -0.047768 0.403418 0.798111 0.026252 0.601627 -0.019373
1403637138.938319 0.024761 -0.048181 0.318553 0.808473 0.027578 0.587541 -0.020162
1403637139.038319 0.030578 -0.044802 0.228600 0.815895 0.028090 0.576453 -0.035039
1403637139.138319 0.032952 -0.040442 0.148160 0.821051 0.028621 0.568193 -0.047043
1403637139.238319 0.035378 -0.036770 0.083849 0.825086 0.031542 0.561522 -0.054140
1403637139.338319 0.039742 -0.034434 0.042970 0.826035 0.036196 0.559597 -0.056635
1403637139.438319 0.044149 -0.032186 0.022403 0.825827 0.044360 0.559113 -0.058607
1403637139.538319 0.046873 -0.030440 0.012498 0.822920 0.050175 0.562147 -0.065398
1403637139.638319 0.048410 -0.027875 0.005853 0.818931 0.053789 0.567468 -0.066627
1403637139.738319 0.049672 -0.026662 -0.002073 0.816218 0.057167 0.570808 -0.068554
1403637139.838319 0.049898 -0.027718 -0.008446 0.813999 0.056807 0.573801 -0.070219
1403637139.938319 0.049076 -0.030630 -0.009992 0.807033 0.051987 0.583920 -0.070941
1403637140.038319 0.046175 -0.032762 -0.011028 0.802596 0.042670 0.590541 -0.072658
1403637140.138319 0.042782 -0.035355 -0.009986 0.795772 0.038025 0.600525 -0.068343
1403637140.238319 0.041140 -0.037838 -0.010410 0.795156 0.034470 0.601844 -0.065744
1403637140.338319 0.040811 -0.039506 -0.011747 0.794877 0.031536 0.602157 -0.067697
1403637140.438319 0.040788 -0.039470 -0.011546 0.794889 0.031127 0.602087 -0.068367
1403637140.538319 0.040620 -0.039285 -0.011467 0.794810 0.030330 0.602122 -0.069321
1403637140.638319 0.040633 -0.039035 -0.011473 0.794821 0.029744 0.602031 -0.070247
1403637140.738319 0.040678 -0.038989 -0.011473 0.794845 0.029755 0.601982 -0.070374
1403637140.838319 0.040651 -0.038997 -0.011427 0.794894 0.029674 0.601918 -0.070414
1403637140.938319 0.040664 -0.039005 -0.011408 0.794921 0.029590 0.601902 -0.070280
1403637141.038319 0.040675 -0.039016 -0.011403 0.794976 0.029509 0.601838 -0.070236
1403637141.138319 0.040664 -0.039041 -0.011362 0.795012 0.029438 0.601817 -0.070041
1403637141.238319 0.040667 -0.039039 -0.011348 0.795038 0.029367 0.601796 -0.069953
1403637141.338319 0.040661 -0.039044 -0.011327 0.795081 0.029266 0.601752 -0.069890
1403637141.438319 0.040653 -0.039057 -0.011323 0.795130 0.029188 0.601715 -0.069681
1403637141.538319 0.040665 -0.039059 -0.011302 0.795165 0.029077 0.601692 -0.069526
1403637141.638319 0.040656 -0.039060 -0.011298 0.795184 0.028941 0.601694 -0.069344
1403637141.738319 0.040655 -0.039078 -0.011294 0.795227 0.028809 0.601659 -0.069209
1403637141.838319 0.040643 -0.039093 -0.011277 0.795274 0.028716 0.601615 -0.069101
1403637141.938319 0.040646 -0.039094 -0.011285 0.795329 0.028588 0.601557 -0.069021
