1403638523.927830 -0.039442 0.085350 0.184288 0.839259 0.020173 0.543070 -0.017686
1403638524.927830 0.071271 0.189266 0.540893 0.812839 0.019783 0.582009 -0.012940
1403638525.077829 0.067317 0.192005 0.535748 0.809307 0.025134 0.586668 -0.014529
1403638525.277829 0.072248 0.192739 0.452695 0.810765 0.034793 0.584205 -0.012422
1403638525.477829 0.067987 0.190340 0.340959 0.831877 0.040949 0.552920 -0.024152
1403638525.627830 0.047870 0.156322 0.256715 0.842505 0.039271 0.536251 -0.032840
1403638525.827830 0.050352 0.136398 0.182473 0.839709 0.029458 0.541562 -0.027066
1403638526.027830 0.046342 0.084973 0.137444 0.836575 0.026831 0.547062 -0.012048
1403638526.227830 0.025210 -0.037860 0.122922 0.839452 0.012465 0.543224 -0.008547
1403638526.427830 0.006686 -0.142439 0.143422 0.831378 -0.005234 0.555674 -0.002956
1403638526.627830 -0.018050 -0.254822 0.160719 0.820418 -0.026287 0.571159 0.000671
1403638526.777829 -0.044045 -0.350241 0.171029 0.814849 -0.035459 0.578463 0.011978
1403638527.027830 -0.089105 -0.503290 0.179130 0.819355 -0.051020 0.570329 0.027913
1403638527.227830 -0.116837 -0.601404 0.190056 0.821834 -0.080897 0.562154 0.045022
1403638527.377830 -0.124587 -0.641900 0.200030 0.814469 -0.096008 0.568185 0.067740
1403638527.577829 -0.116188 -0.628025 0.206182 0.810083 -0.101534 0.571700 0.081340
1403638527.827830 -0.078856 -0.517760 0.204258 0.813840 -0.088659 0.570216 0.068248
1403638528.027830 -0.044026 -0.404889 0.214444 0.815957 -0.078189 0.570789 0.047959
1403638528.227830 -0.004800 -0.295902 0.211707 0.816870 -0.060647 0.572929 0.028238
1403638528.427830 0.061625 -0.224478 0.198717 0.816758 -0.044621 0.575059 0.014880
1403638528.627830 0.146280 -0.188956 0.188170 0.819571 -0.051687 0.570427 0.015678
1403638528.827830 0.208595 -0.172983 0.190314 0.818348 -0.062821 0.570975 0.018657
1403638529.027830 0.207188 -0.157490 0.214652 0.818002 -0.074617 0.570319 0.006388
1403638529.177830 0.174524 -0.130696 0.230040 0.819613 -0.066800 0.568453 0.025186
1403638529.427830 0.089591 -0.079237 0.209926 0.831524 -0.054484 0.551322 0.040542
1403638529.577829 0.052619 -0.053976 0.173993 0.847361 -0.050523 0.527409 0.035580
1403638529.827830 0.025678 -0.027028 0.116419 0.844384 -0.046991 0.532562 0.034429
1403638530.027830 0.031736 -0.019521 0.084376 0.839191 -0.046942 0.540734 0.034070
